--- Alle Annotationen ---
bias_id,sabine_type,tom_type,sabine_comment
789,10,10,
790,10,10,
791,10,10,
797,10,10,
799,10,10,
800,10,10,
801,10,10,
802,10,10,
803,10,10,
810,10,10,
816,10,10,
855,1,1,
856,5,5,
862,5,5,
863,9,9,
879,1,0,
893,7,7,
912,10,10,
921,9,9,
926,0,7,
946,8,0,"Die Begründung ist seltsam (siehe Teil Attraktivität), aber die Textpassage möglicherweise gebiased"
955,7,7,
962,0,5,
980,1,1,
983,10,10,
984,10,10,
985,10,10,
986,10,10,
987,10,10,
988,10,10,
989,10,10,
1010,5,5,
1034,7,7,
1044,7,7,
1045,5,5,
1047,5,5,
1055,10,10,
1057,10,10,
1058,10,10,
1062,5,5,
1063,0,9,
1064,1,1,
1068,10,10,
1077,5,5,
1084,1,1,
1085,1,1,
1086,1,1,
1089,9,0,
1104,8,8,
1117,10,10,
1118,10,10,
1119,10,10,
1120,10,10,
1121,10,10,
1122,10,10,
1123,10,10,
1124,10,10,
1126,10,10,
1127,10,10,
1128,10,10,
1129,10,10,
1130,10,10,
1131,10,10,
1132,10,10,
1160,10,10,
1166,10,10,
1174,10,10,
1175,10,10,
1176,10,10,
1177,10,10,
1178,10,10,
1179,10,10,
1180,10,10,
1182,10,10,
1183,10,10,
1184,10,10,
1186,10,10,
1188,10,10,
1189,10,10,
1204,10,10,
1235,10,10,
1237,8,8,
1239,7,7,
1244,10,10,
1248,10,10,
1266,10,10,
1267,10,10,
1281,0,1,
1285,10,10,
1286,10,10,
1287,10,10,
1289,10,10,
1290,10,10,
1291,10,10,
1292,10,10,
1296,7,0,
1297,10,10,
1307,10,10,
1308,10,10,
1309,10,10,
1310,10,10,
1311,10,10,
1312,10,10,
1330,10,10,
1338,10,10,
1339,10,10,
1340,10,10,
1341,10,10,
1342,10,10,
1343,10,10,
1344,10,10,
1345,10,10,
1346,5,5,
1355,10,10,
1362,10,10,
1368,7,7,
1376,10,10,
1379,10,10,
1381,10,10,
1382,10,10,
1383,10,10,
1384,10,10,
1385,10,10,
1386,10,10,
1387,10,10,
1394,10,10,
1395,10,10,
1420,8,0,
1425,0,1,
1429,10,10,
1430,10,10,
1431,10,10,
1433,10,10,
1434,10,10,
1435,10,10,
1437,10,10,
1438,10,10,
1452,10,10,
1458,10,10,
1459,10,10,
1460,10,10,
1461,10,10,
1462,10,10,
1463,10,10,
1464,10,10,
1472,10,10,
1473,10,10,
1474,10,10,
1475,10,10,
1476,10,10,
1477,10,10,
1478,10,10,
1479,10,10,
1495,10,10,
1496,10,10,
1497,10,10,
1498,10,10,
1499,10,10,
1500,10,10,
1501,10,10,
1504,10,10,
1505,10,10,
1506,10,10,
1507,10,10,
1508,10,10,
1509,10,10,
1510,10,10,
1521,0,3,
1526,10,10,
1531,10,10,
1532,10,10,
1542,10,10,
1543,10,10,
1544,10,10,
1545,10,10,
1546,10,10,
1547,10,10,
1548,10,10,
1549,10,10,
1583,10,10,
1610,10,10,

--- Ohne beide 0 und ohne Sabine bias_type_id == 10 ---
bias_id,sabine_type,tom_type,sabine_comment
13,6,6,
24,9,9,
25,5,5,
29,0,6,
33,6,6,
36,0,6,
41,0,3,
48,8,8,
59,9,9,
73,0,3,
77,9,9,
113,3,3,
119,9,9,
125,3,0,
162,1,0,
170,9,9,
230,0,7,
242,9,9,
244,8,5,
245,9,9,
246,6,6,
406,0,1,
453,0,9,
454,0,9,
455,1,1,
464,9,6,
466,5,5,
467,9,9,
468,9,0,
501,7,7,
502,9,0,
503,7,7,
531,3,6,
565,3,3,
566,3,3,
577,8,8,
592,0,9,
618,0,9,
643,0,6,
645,6,6,
649,6,6,
651,6,6,
656,0,9,
685,3,3,
687,6,3,
855,1,1,
856,5,5,
862,5,5,
863,9,9,
879,1,0,
893,7,7,
921,9,9,
926,0,7,
946,8,0,"Die Begründung ist seltsam (siehe Teil Attraktivität), aber die Textpassage möglicherweise gebiased"
955,7,7,
962,0,5,
980,1,1,
1010,5,5,
1034,7,7,
1044,7,7,
1045,5,5,
1047,5,5,
1062,5,5,
1063,0,9,
1064,1,1,
1077,5,5,
1084,1,1,
1085,1,1,
1086,1,1,
1089,9,0,
1104,8,8,
1237,8,8,
1239,7,7,
1281,0,1,
1296,7,0,
1346,5,5,
1368,7,7,
1420,8,0,
1425,0,1,
1521,0,3,

--- Häufigkeiten pro Annotator ---
,sabine_count,tom_count
0,1216,1207
1,9,10
3,6,8
5,10,12
6,7,11
7,9,10
8,7,4
9,14,16
10,343,343

--- Kreuztabelle Tom (Zeilen) vs Sabine (Spalten) ---
tom/sabine,0,1,2,3,4,5,6,7,8,9,10
0,1198,2,0,1,0,0,0,1,2,3,0
1,3,7,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0
3,3,0,0,4,0,0,1,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,10,0,0,1,0,0
6,3,0,0,1,0,0,6,0,0,1,0
7,2,0,0,0,0,0,0,8,0,0,0
8,0,0,0,0,0,0,0,0,4,0,0
9,6,0,0,0,0,0,0,0,0,10,0
10,0,0,0,0,0,0,0,0,0,0,343

--- Einigkeit der Annotatoren ---
Einigkeit (gesamt): 98.09% (1590/1621)
Einigkeit ohne bias_type_id==10: 97.57% (1247/1278)
